"question_id","selected_option","correct","category"
356,"option 3",false,"Research publications"
357,"option 4",false,"Research publications"
358,"option 4",false,"Research overview"
359,"option 3",true,"Lexicon"
360,"option 3",false,"Standards overview"
361,"option 4",false,"Research publications"
362,"option 3",true,"Standards overview"
363,"option 3",false,"Research publications"
364,"option 4",false,"Research publications"
365,"option 4",false,"Standards specifications"
366,"option 4",true,"Standards overview"
367,"option 3",true,"Standards overview"
368,"option 5",true,"Standards overview"
369,"option 1",false,"Standards specifications"
370,"option 3",false,"Research overview"
371,"option 3",true,"Research publications"
372,"option 4",true,"Research publications"
373,"option 2",true,"Standards overview"
374,"option 4",true,"Research publications"
375,"option 2",true,"Research publications"
376,"option 1",true,"Research publications"
377,"option 3",true,"Research publications"
378,"option 2",true,"Standards overview"
379,"option 5",false,"Research publications"
380,"option 2",true,"Research publications"
381,"option 4",true,"Research overview"
382,"option 5",false,"Standards overview"
383,"option 1",false,"Standards overview"
384,"option 4",false,"Standards specifications"
385,"option 2",true,"Research publications"
386,"option 5",false,"Research publications"
387,"option 1",true,"Research publications"
388,"option 1",false,"Standards specifications"
389,"option 3",true,"Research overview"
390,"option 1",false,"Research publications"
391,"option 2",true,"Research overview"
392,"option 1",false,"Standards overview"
393,"option 4",true,"Research publications"
394,"option 5",true,"Standards overview"
395,"option 4",true,"Standards overview"
396,"option 2",true,"Research overview"
397,"option 4",false,"Research publications"
398,"option 2",false,"Standards specifications"
399,"option 5",true,"Research publications"
400,"option 4",false,"Research overview"
401,"option 4",false,"Research publications"
402,"option 1",true,"Standards overview"
403,"option 2",true,"Research publications"
404,"option 3",true,"Research overview"
405,"option 3",false,"Standards specifications"
406,"option 2",false,"Research overview"
407,"option 3",true,"Research overview"
408,"option 4",false,"Standards overview"
409,"option 3",true,"Research publications"
410,"option 2",false,"Research overview"
411,"option 3",false,"Research overview"
412,"option 2",false,"Research publications"
413,"option 1",true,"Research publications"
414,"option 3",true,"Standards specifications"
415,"option 1",true,"Research publications"
416,"option 4",true,"Research publications"
417,"option 4",true,"Standards specifications"
418,"option 3",true,"Research publications"
419,"option 1",true,"Standards specifications"
420,"option 3",false,"Standards overview"
421,"option 4",false,"Standards specifications"
422,"option 1",true,"Research publications"
423,"option 4",true,"Research publications"
424,"option 3",false,"Research publications"
425,"option 1",false,"Research publications"
426,"option 1",true,"Research publications"
427,"option 1",false,"Research publications"
428,"option 1",true,"Standards overview"
429,"option 1",true,"Research publications"
430,"option 2",true,"Research publications"
431,"option 4",false,"Research publications"
432,"option 2",true,"Research publications"
433,"option 4",true,"Lexicon"
434,"option 1",true,"Research publications"
435,"option 5",true,"Standards overview"
436,"option 5",true,"Research publications"
437,"option 4",true,"Standards specifications"
438,"option 1",false,"Research publications"
439,"option 3",true,"Standards overview"
440,"option 2",false,"Research publications"
441,"option 1",true,"Standards specifications"
442,"option 1",true,"Research overview"
443,"option 4",true,"Research publications"
444,"option 1",false,"Research publications"
445,"option 1",true,"Research overview"
446,"option 4",true,"Research publications"
447,"option 4",true,"Research overview"
448,"option 5",true,"Research overview"
449,"option 4",true,"Standards overview"
450,"option 1",true,"Research publications"
451,"option 3",true,"Research publications"
452,"option 1",true,"Research overview"
453,"option 4",false,"Standards overview"
454,"option 1",true,"Standards specifications"
455,"option 1",true,"Research overview"
456,"option 1",false,"Standards specifications"
457,"option 2",false,"Research overview"
458,"option 2",true,"Lexicon"
459,"option 3",false,"Research overview"
460,"option 3",true,"Lexicon"
461,"option 1",true,"Research publications"
462,"option 2",true,"Research overview"
463,"option 3",true,"Standards specifications"
464,"option 1",true,"Research publications"
465,"option 4",true,"Research overview"
466,"option 5",true,"Research publications"
467,"option 1",true,"Standards specifications"
468,"option 1",true,"Standards specifications"
469,"option 3",true,"Research publications"
470,"option 1",true,"Standards specifications"
471,"option 3",true,"Research publications"
472,"option 4",true,"Standards overview"
473,"option 5",true,"Research publications"
474,"option 3",true,"Standards specifications"
475,"option 3",false,"Standards specifications"
476,"option 3",true,"Standards overview"
477,"option 2",false,"Research publications"
478,"option 3",true,"Standards specifications"
479,"option 4",false,"Research publications"
480,"option 1",true,"Research publications"
481,"option 2",true,"Research overview"
482,"option 3",true,"Research publications"
483,"option 5",false,"Standards specifications"
484,"option 4",true,"Research publications"
485,"option 4",true,"Standards overview"
486,"option 2",true,"Research publications"
487,"option 3",true,"Research publications"
488,"option 4",false,"Research publications"
489,"option 2",false,"Research publications"
490,"option 5",true,"Lexicon"
491,"option 2",true,"Research publications"
492,"option 1",false,"Research publications"
493,"option 5",false,"Research overview"
494,"option 1",false,"Research publications"
495,"option 1",false,"Research overview"
496,"option 1",true,"Research publications"
497,"option 3",true,"Research publications"
498,"option 4",true,"Research publications"
499,"option 1",true,"Standards overview"
500,"option 4",true,"Research publications"
501,"option 2",true,"Research publications"
502,"option 1",true,"Research overview"
503,"option 4",true,"Research overview"
504,"option 2",true,"Research publications"
505,"option 4",false,"Research publications"
506,"option 4",true,"Standards specifications"
507,"option 1",true,"Standards specifications"
508,"option 3",true,"Research publications"
509,"option 4",true,"Research publications"
510,"option 3",false,"Research overview"
511,"option 4",true,"Research publications"
512,"option 1",false,"Research overview"
513,"option 4",true,"Research publications"
514,"option 1",true,"Research publications"
515,"option 3",true,"Research publications"
516,"option 1",true,"Standards specifications"
517,"option 4",true,"Research overview"
518,"option 2",true,"Research overview"
519,"option 1",false,"Research publications"
520,"option 4",true,"Research publications"
521,"option 2",false,"Research overview"
522,"option 2",false,"Research publications"
523,"option 3",true,"Research publications"
524,"option 5",false,"Research publications"
525,"option 4",true,"Research overview"
526,"option 3",true,"Standards overview"
527,"option 3",true,"Research publications"
528,"option 3",true,"Research publications"
529,"option 5",true,"Research overview"
530,"option 4",true,"Standards specifications"
531,"option 3",true,"Research publications"
532,"option 3",true,"Research overview"
533,"option 3",true,"Lexicon"
534,"option 3",true,"Standards overview"
535,"option 3",true,"Research publications"
536,"option 3",true,"Lexicon"
537,"option 4",true,"Research overview"
538,"option 1",true,"Standards specifications"
539,"option 1",true,"Standards specifications"
540,"option 1",false,"Standards specifications"
541,"option 5",true,"Research overview"
542,"option 4",false,"Research publications"
543,"option 2",true,"Research overview"
544,"option 1",true,"Lexicon"
545,"option 4",true,"Research publications"
546,"option 1",true,"Lexicon"
547,"option 1",true,"Standards overview"
548,"option 3",false,"Standards specifications"
549,"option 4",true,"Research publications"
550,"option 3",true,"Research publications"
551,"option 2",false,"Lexicon"
552,"option 2",false,"Standards specifications"
553,"option 3",true,"Research overview"
554,"option 1",false,"Research publications"
555,"option 1",true,"Research publications"
556,"option 1",false,"Research publications"
557,"option 5",false,"Standards overview"
558,"option 3",false,"Standards specifications"
559,"option 4",true,"Research overview"
560,"option 2",true,"Research publications"
561,"option 2",true,"Research publications"
562,"option 4",true,"Standards specifications"
563,"option 5",true,"Standards specifications"
564,"option 2",false,"Standards overview"
565,"option 1",false,"Research publications"
566,"option 3",true,"Standards specifications"
567,"option 1",true,"Research publications"
568,"option 5",true,"Research overview"
569,"option 3",true,"Research publications"
570,"option 1",true,"Research publications"
571,"option 4",true,"Research overview"
572,"option 5",true,"Research publications"
573,"option 5",true,"Research publications"
574,"option 1",true,"Standards overview"
575,"option 5",true,"Research publications"
576,"option 2",false,"Lexicon"
577,"option 3",false,"Standards specifications"
578,"option 1",false,"Research publications"
579,"option 1",false,"Research publications"
580,"option 2",true,"Standards overview"
581,"option 4",true,"Research overview"
582,"option 2",false,"Research overview"
583,"option 3",false,"Research publications"
584,"option 3",true,"Research publications"
585,"option 3",true,"Research publications"
586,"option 2",true,"Research overview"
587,"option 4",true,"Research overview"
588,"option 3",true,"Research publications"
589,"option 1",true,"Standards specifications"
590,"option 3",true,"Research overview"
591,"option 1",false,"Standards overview"
592,"option 1",false,"Research publications"
593,"option 2",true,"Standards overview"
594,"option 4",false,"Standards overview"
595,"option 3",true,"Research publications"
596,"option 2",true,"Standards specifications"
597,"option 5",false,"Research overview"
598,"option 4",true,"Research publications"
599,"option 3",false,"Standards specifications"
600,"option 5",true,"Standards overview"
601,"option 5",true,"Standards overview"
602,"option 4",false,"Research publications"
603,"option 2",true,"Research overview"
604,"option 3",true,"Standards specifications"
605,"option 2",true,"Research publications"
606,"option 2",true,"Research overview"
607,"option 1",true,"Research publications"
608,"option 3",true,"Research publications"
609,"option 3",true,"Standards specifications"
610,"option 4",true,"Research publications"
611,"option 5",true,"Research overview"
612,"option 4",true,"Standards specifications"
613,"option 2",true,"Research publications"
614,"option 3",true,"Research publications"
615,"option 4",true,"Research publications"
616,"option 3",false,"Standards specifications"
617,"option 1",true,"Lexicon"
618,"option 2",false,"Research publications"
619,"option 1",true,"Standards specifications"
620,"option 1",true,"Research overview"
621,"option 4",true,"Standards specifications"
622,"option 1",true,"Research publications"
623,"option 5",true,"Research overview"
624,"option 2",false,"Standards overview"
625,"option 5",false,"Research overview"
626,"option 1",false,"Research publications"
627,"option 4",true,"Research overview"
628,"option 3",false,"Standards specifications"
629,"option 1",true,"Research overview"
630,"option 5",true,"Research overview"
631,"option 4",true,"Standards specifications"
632,"option 1",true,"Standards overview"
633,"option 2",false,"Research overview"
634,"option 5",true,"Standards overview"
635,"option 1",false,"Research publications"
636,"option 2",false,"Standards specifications"
637,"option 2",true,"Standards overview"
638,"option 1",true,"Standards specifications"
639,"option 4",false,"Research overview"
640,"option 2",false,"Research publications"
641,"option 1",true,"Standards specifications"
642,"option 4",false,"Research publications"
643,"option 1",false,"Standards specifications"
644,"option 4",true,"Standards specifications"
645,"option 1",true,"Research overview"
646,"option 4",true,"Standards specifications"
647,"option 1",true,"Standards specifications"
648,"option 1",false,"Standards overview"
649,"option 3",false,"Standards specifications"
650,"option 1",false,"Research publications"
651,"option 1",true,"Research publications"
652,"option 2",false,"Standards specifications"
653,"option 3",true,"Research publications"
654,"option 5",true,"Standards overview"
655,"option 4",true,"Research overview"
656,"option 1",true,"Research publications"
657,"option 1",true,"Research publications"
658,"option 2",true,"Standards specifications"
659,"option 1",false,"Research publications"
660,"option 3",true,"Standards overview"
661,"option 4",true,"Research publications"
662,"option 1",true,"Research overview"
663,"option 4",false,"Research overview"
664,"option 1",false,"Research publications"
665,"option 3",false,"Standards specifications"
666,"option 3",true,"Research publications"
667,"option 4",false,"Research overview"
668,"option 1",false,"Research overview"
669,"option 4",false,"Standards specifications"
670,"option 4",true,"Research publications"
671,"option 4",true,"Standards specifications"
672,"option 4",true,"Research publications"
673,"option 3",false,"Standards overview"
674,"option 1",false,"Standards specifications"
675,"option 4",false,"Research overview"
676,"option 1",true,"Research publications"
677,"option 5",true,"Lexicon"
678,"option 1",true,"Research publications"
679,"option 3",true,"Research publications"
680,"option 5",true,"Research publications"
681,"option 3",false,"Standards specifications"
682,"option 1",false,"Research publications"
683,"option 3",false,"Research publications"
684,"option 3",true,"Research publications"
685,"option 5",false,"Research overview"
686,"option 5",false,"Research publications"
687,"option 2",true,"Standards specifications"
688,"option 1",false,"Standards overview"
689,"option 1",false,"Research overview"
690,"option 2",true,"Research publications"
691,"option 4",false,"Research overview"
692,"option 4",true,"Lexicon"
693,"option 1",false,"Research publications"
694,"option 3",false,"Research publications"
695,"option 2",true,"Research publications"
696,"option 4",false,"Research overview"
697,"option 2",false,"Research publications"
698,"option 5",true,"Research overview"
699,"option 3",true,"Standards overview"
700,"option 4",true,"Research publications"
701,"option 3",true,"Research publications"
702,"option 4",false,"Standards specifications"
703,"option 2",true,"Research overview"
704,"option 3",false,"Research overview"
705,"option 1",true,"Research publications"
706,"option 2",false,"Research publications"
707,"option 4",false,"Research publications"
708,"option 4",false,"Research publications"
709,"option 2",true,"Standards overview"
710,"option 4",false,"Standards specifications"
711,"option 4",true,"Research overview"
712,"option 4",true,"Research publications"
713,"option 3",true,"Research publications"
714,"option 3",true,"Standards overview"
715,"option 4",true,"Standards specifications"
716,"option 1",true,"Standards overview"
717,"option 2",false,"Standards specifications"
718,"option 3",false,"Research publications"
719,"option 2",true,"Research publications"
720,"option 2",true,"Research publications"
721,"option 2",false,"Standards specifications"
722,"option 5",true,"Research overview"
723,"option 1",false,"Standards overview"
724,"option 2",true,"Research publications"
725,"option 3",true,"Research publications"
726,"option 4",true,"Research overview"
727,"option 3",true,"Standards overview"
728,"option 4",true,"Research overview"
729,"option 3",false,"Research overview"
730,"option 3",false,"Lexicon"
731,"option 4",false,"Standards specifications"
732,"option 2",true,"Standards specifications"
733,"option 2",true,"Research publications"
734,"option 5",true,"Research overview"
735,"option 3",false,"Research publications"
736,"option 4",true,"Research overview"
737,"option 1",true,"Research overview"
738,"option 3",true,"Research publications"
739,"option 3",false,"Research publications"
740,"option 4",true,"Research overview"
741,"option 4",true,"Research overview"
742,"option 5",true,"Research publications"
743,"option 3",true,"Research publications"
744,"option 1",true,"Standards specifications"
745,"option 3",true,"Research overview"
746,"option 3",true,"Research publications"
747,"option 2",false,"Research overview"
748,"option 1",false,"Research overview"
749,"option 2",false,"Research overview"
750,"option 5",true,"Research publications"
751,"option 2",false,"Standards specifications"
752,"option 1",true,"Research publications"
753,"option 4",true,"Research overview"
754,"option 2",false,"Standards specifications"
755,"option 5",false,"Standards specifications"
756,"option 3",false,"Standards overview"
757,"option 2",true,"Research publications"
758,"option 4",true,"Research publications"
759,"option 4",true,"Standards overview"
760,"option 2",true,"Research publications"
761,"option 3",false,"Standards specifications"
762,"option 3",false,"Research overview"
763,"option 3",true,"Standards overview"
764,"option 4",true,"Research publications"
765,"option 1",true,"Research publications"
766,"option 4",true,"Lexicon"
767,"option 1",true,"Standards specifications"
768,"option 4",false,"Research publications"
769,"option 2",true,"Research overview"
770,"option 1",false,"Research publications"
771,"option 2",true,"Research overview"
772,"option 1",true,"Research overview"
773,"option 4",true,"Standards specifications"
774,"option 5",true,"Research overview"
775,"option 1",true,"Research publications"
776,"option 1",true,"Lexicon"
777,"option 5",false,"Research publications"
778,"option 3",true,"Lexicon"
779,"option 5",true,"Research publications"
780,"option 4",true,"Research publications"
781,"option 4",true,"Research publications"
782,"option 3",true,"Research publications"
783,"option 4",true,"Standards overview"
784,"option 2",false,"Research publications"
785,"option 5",true,"Standards overview"
786,"option 2",true,"Research publications"
787,"option 2",true,"Research overview"
788,"option 5",false,"Research overview"
789,"option 2",true,"Research publications"
790,"option 1",true,"Research overview"
791,"option 3",true,"Research publications"
792,"option 4",true,"Research publications"
793,"option 2",false,"Research publications"
794,"option 4",true,"Research publications"
795,"option 5",true,"Research publications"
796,"option 4",true,"Lexicon"
797,"option 4",true,"Standards overview"
798,"option 1",false,"Research publications"
799,"option 2",false,"Standards specifications"
800,"option 2",true,"Research publications"
801,"option 4",true,"Research overview"
802,"option 1",true,"Lexicon"
803,"option 2",false,"Standards specifications"
804,"option 1",false,"Research publications"
805,"option 2",false,"Research overview"
806,"option 3",false,"Standards overview"
807,"option 1",true,"Standards specifications"
808,"option 5",true,"Research publications"
809,"option 3",true,"Research overview"
810,"option 1",true,"Research publications"
811,"option 4",true,"Research publications"
812,"option 1",true,"Standards specifications"
813,"option 2",false,"Standards specifications"
814,"option 1",true,"Standards overview"
815,"option 1",false,"Standards specifications"
816,"option 2",false,"Research publications"
817,"option 3",true,"Research publications"
818,"option 2",true,"Standards specifications"
819,"option 5",false,"Research overview"
820,"option 1",true,"Standards specifications"
821,"option 5",true,"Standards overview"
822,"option 5",true,"Research publications"
823,"option 1",false,"Standards overview"
824,"option 3",true,"Standards specifications"
825,"option 2",false,"Research overview"
826,"option 3",false,"Research publications"
827,"option 1",false,"Research overview"
828,"option 2",false,"Research overview"
829,"option 3",false,"Research publications"
830,"option 3",true,"Research publications"
831,"option 4",true,"Research publications"
832,"option 5",true,"Standards specifications"
833,"option 3",true,"Research publications"
834,"option 2",true,"Standards specifications"
835,"option 5",true,"Standards overview"
836,"option 2",false,"Standards specifications"
837,"option 3",true,"Standards overview"
838,"option 3",true,"Standards specifications"
839,"option 1",true,"Standards specifications"
840,"option 1",false,"Research publications"
841,"option 4",true,"Research publications"
842,"option 1",true,"Research publications"
